director_name,duration,movie_title,country,imdb_score
George Miller,97,Babe: Pig in the City ,Australia,5.8
Breck Eisner,106,The Last Witch Hunter ,USA,6.0
Antony Hoffman,106,Red Planet ,USA,5.7
Luc Besson,94,Arthur and the Invisibles ,France,6.0
Jacques Perrin,104,Oceans ,France,7.8
Peter Hyams,102,A Sound of Thunder ,UK,4.2
Paul W.S. Anderson,105,Pompeii ,Canada,5.6
Andrés Couturier,89,Top Cat Begins ,Mexico,4.4
Ron Howard,135,A Beautiful Mind ,USA,8.2
Roger Allers,73,The Lion King ,USA,8.5
Brad Peyton,94,Journey 2: The Mysterious Island ,USA,5.8
Cody Cameron,95,Cloudy with a Chance of Meatballs 2 ,USA,6.5
Brett Ratner,124,Red Dragon ,Germany,7.2
Joe Johnston,136,Hidalgo ,USA,6.7
Dennis Dugan,91,Jack and Jill ,USA,3.4
John Singleton,107,2 Fast 2 Furious ,USA,5.9
Mark Osborne,108,The Little Prince ,France,7.8
Oliver Hirschbiegel,99,The Invasion ,USA,5.9
Des McAnuff,92,The Adventures of Rocky & Bullwinkle ,USA,4.1
Yarrow Cheney,87,The Secret Life of Pets ,Japan,6.8
Stephen Norrington,110,The League of Extraordinary Gentlemen ,USA,5.8
Pierre Coffin,98,Despicable Me 2 ,USA,7.5
Roland Emmerich,154,Independence Day ,USA,6.9
Steven Spielberg,129,The Lost World: Jurassic Park ,USA,6.5
Eric Darnell,86,Madagascar ,USA,6.9
Alfonso Cuarón,109,Children of Men ,USA,7.9
Bryan Singer,104,X-Men ,USA,7.4
Timur Bekmambetov,110,Wanted ,USA,6.7
Michael Bay,136,The Rock ,USA,7.4
Carlos Saldanha,115,Ice Age: The Meltdown ,USA,6.9
Peter Segal,99,50 First Dates ,USA,6.8
Adam Shankman,117,Hairspray ,USA,6.7
Renny Harlin,125,Exorcist: The Beginning ,USA,5.1
David Kellogg,110,Inspector Gadget ,USA,4.1
Louis Leterrier,125,Now You See Me ,USA,7.3
Dennis Dugan,102,Grown Ups ,USA,6.0
Steven Spielberg,128,The Terminal ,USA,7.3
"",43,Constantine ,USA,7.5
Thor Freudenthal,100,Hotel for Dogs ,USA,5.4
Martin Campbell,124,Vertical Limit ,USA,5.9
Mike Nichols,102,Charlie Wilson's War ,USA,7.1
Bibo Bergeron,90,Shark Tale ,USA,6.0
Bill Condon,130,Dreamgirls ,USA,6.5
"",45,Life ,USA,8.3
F. Gary Gray,118,Be Cool ,USA,5.7
Steven Spielberg,163,Munich ,France,7.6
Antoine Fuqua,142,Tears of the Sun ,USA,6.6
Robert Luketic,100,Killers ,USA,5.4
Guy Ritchie,116,The Man from U.N.C.L.E. ,USA,7.3
James L. Brooks,131,Spanglish ,USA,6.5
Gil Kenan,91,Monster House ,USA,6.6
Barry Levinson,123,Bandits ,USA,6.6
Jerry Zucker,134,First Knight ,USA,5.9
Andy Tennant,148,Anna and the King ,USA,6.7
Tarsem Singh,110,Immortals ,USA,6.1
Florent-Emilio Siri,113,Hostage ,USA,6.6
Don Bluth,94,Titan A.E. ,USA,6.6
Ron Shelton,116,Hollywood Homicide ,USA,5.3
Paul W.S. Anderson,99,Soldier ,UK,6.0
David Pastor,84,Carriers ,USA,6.0
Henry Selick,93,Monkeybone ,USA,4.7
John Moore,113,Flight of the Phoenix ,USA,6.1
M. Night Shyamalan,106,Unbreakable ,USA,7.2
Kyle Balda,91,Minions ,USA,6.4
Zack Snyder,128,Sucker Punch ,USA,6.1
Brian De Palma,98,Snake Eyes ,USA,5.9
Barry Levinson,134,Sphere ,USA,6.0
Clay Kaytis,97,The Angry Birds Movie ,USA,6.3
Andy Tennant,112,Fool's Gold ,USA,5.6
Judd Apatow,153,Funny People ,USA,6.4
Peter Berg,110,The Kingdom ,USA,7.1
Adam McKay,122,Talladega Nights: The Ballad of Ricky Bobby ,USA,6.6
Steve Carr,87,Dr. Dolittle 2 ,USA,4.6
Mel Gibson,178,Braveheart ,USA,8.4
Sam Mendes,125,Jarhead ,Germany,7.1
David Silverman,87,The Simpsons Movie ,USA,7.4
Frank Darabont,152,The Majestic ,USA,6.9
Renny Harlin,116,Driven ,USA,4.5
Jean-Jacques Annaud,109,Two Brothers ,France,7.1
M. Night Shyamalan,108,The Village ,USA,6.5
Betty Thomas,85,Doctor Dolittle ,USA,5.3
M. Night Shyamalan,106,Signs ,USA,6.7
Andrew Adamson,93,Shrek 2 ,USA,7.2
John Lasseter,117,Cars ,USA,7.2
Garry Marshall,116,Runaway Bride ,USA,5.5
Rob Cohen,132,xXx ,USA,5.8
Paul Tibbitt,92,The SpongeBob Movie: Sponge Out of Water ,USA,6.0
Ron Howard,139,Ransom ,USA,6.6
Quentin Tarantino,153,Inglourious Basterds ,USA,8.3
Steven Spielberg,142,Hook ,USA,6.7
Brett Ratner,101,Hercules ,USA,6.0
Renny Harlin,124,Die Hard 2 ,USA,7.1
Clark Johnson,117,S.W.A.T. ,USA,6.0
"",45,Sleepy Hollow ,USA,7.5
Cameron Crowe,141,Vanilla Sky ,USA,6.9
M. Night Shyamalan,110,Lady in the Water ,USA,5.6
Paul W.S. Anderson,109,AVP: Alien vs. Predator ,USA,5.6
Betty Thomas,88,Alvin and the Chipmunks: The Squeakquel ,USA,4.5
Randall Wallace,124,We Were Soldiers ,USA,7.1
Antoine Fuqua,119,Olympus Has Fallen ,USA,6.5
Jonathan Frakes,103,Star Trek: Insurrection ,USA,6.4
Jonathan Liebesman,116,Battle Los Angeles ,USA,5.8
Tim Burton,125,Big Fish ,USA,8.0
Mike Nichols,125,Wolf ,USA,6.2
Steven Spielberg,146,War Horse ,USA,7.2
George Clooney,118,The Monuments Men ,USA,6.1
James Cameron,171,The Abyss ,USA,7.6
Oliver Stone,136,Wall Street: Money Never Sleeps ,USA,6.3
Gary Shore,92,Dracula Untold ,USA,6.3
Edward Zwick,116,The Siege ,USA,6.3
Matthew Vaughn,127,Stardust ,UK,7.7
Jean-Jacques Annaud,136,Seven Years in Tibet ,USA,7.0
Ron Howard,111,The Dilemma ,USA,5.3
Joel Schumacher,116,Bad Company ,USA,5.6
Andrzej Bartkowiak,113,Doom ,UK,5.2
Betty Thomas,97,I Spy ,USA,5.4
Måns Mårlind,88,Underworld: Awakening ,USA,6.4
Adam Shankman,136,Rock of Ages ,USA,5.9
Gregory Hoblit,125,Hart's War ,USA,6.3
Gary McKendry,116,Killer Elite ,UK,6.5
John McTiernan,98,Rollerball ,USA,3.0
Wych Kaosayananda,91,Ballistic: Ecks vs. Sever ,USA,3.6
Mikael Salomon,97,Hard Rain ,USA,5.8
Bobby Farrelly,95,Osmosis Jones ,USA,6.2
Will Finn,88,Legends of Oz: Dorothy's Return ,USA,5.6
Michael Mann,133,Blackhat ,USA,5.4
Kerry Conran,106,Sky Captain and the World of Tomorrow ,USA,6.1
Michael Caton-Jones,116,Basic Instinct 2 ,UK,4.2
Mikael Håfström,115,Escape Plan ,USA,6.7
Renny Harlin,99,The Legend of Hercules ,USA,4.2
Phil Alden Robinson,124,The Sum of All Fears ,USA,6.4
David Slade,124,The Twilight Saga: Eclipse ,USA,4.9
Frank Oz,124,The Score ,USA,6.8
Pierre Coffin,87,Despicable Me ,USA,7.7
Joseph Ruben,105,Money Train ,USA,5.6
Seth MacFarlane,125,Ted 2 ,USA,6.4
Alejandro Amenábar,141,Agora ,Spain,7.2
Kinka Usher,121,Mystery Men ,USA,6.0
Bobby Farrelly,111,Hall Pass ,USA,5.9
Michael Mann,157,The Insider ,USA,7.9
Craig Gillespie,117,The Finest Hours ,USA,6.8
Ridley Scott,128,Body of Lies ,USA,7.1
Jay Roach,114,Dinner for Schmucks ,USA,5.9
Timur Bekmambetov,105,Abraham Lincoln: Vampire Hunter ,USA,5.9
Jon Amiel,113,Entrapment ,USA,6.2
"",30,Last Man Standing ,USA,7.4
Rob Bowman,121,The X Files ,USA,7.0
Doug Lefler,102,The Last Legion ,UK,5.4
Steven Spielberg,169,Saving Private Ryan ,USA,8.6
Scott Waugh,132,Need for Speed ,USA,6.5
Nancy Meyers,127,What Women Want ,USA,6.4
Chris Wedge,103,Ice Age ,USA,7.6
Lawrence Kasdan,136,Dreamcatcher ,USA,5.5
Steven Spielberg,150,Lincoln ,USA,7.4
Lana Wachowski,136,The Matrix ,USA,8.7
Ron Howard,140,Apollo 13 ,USA,7.6
Paul Verhoeven,113,Total Recall ,USA,7.5
Michael Lembeck,104,The Santa Clause 2 ,USA,5.5
Tom Hooper,158,Les Misérables ,USA,7.6
Nora Ephron,119,You've Got Mail ,USA,6.5
Adam McKay,106,Step Brothers ,USA,6.9
Martin Campbell,136,The Mask of Zorro ,USA,6.7
Todd Phillips,95,Due Date ,USA,6.6
Angelina Jolie Pitt,137,Unbroken ,USA,7.2
Clint Eastwood,130,Space Cowboys ,USA,6.4
Renny Harlin,124,Cliffhanger ,USA,6.4
John Woo,108,Broken Arrow ,USA,6.0
Jon Turteltaub,104,The Kid ,USA,6.1
Oliver Stone,129,World Trade Center ,USA,6.0
Mike Newell,117,Mona Lisa Smile ,USA,6.4
Larry Charles,99,The Dictator ,USA,6.4
Stanley Kubrick,159,Eyes Wide Shut ,UK,7.3
Will Gluck,118,Annie ,USA,5.2
Glenn Ficarra,105,Focus ,USA,6.6
McG,103,This Means War ,USA,6.3
David S. Goyer,122,Blade: Trinity ,USA,5.9
John Milius,114,Red Dawn ,USA,6.4
Mike Nichols,143,Primary Colors ,France,6.7
Paul W.S. Anderson,96,Resident Evil: Retribution ,Germany,5.4
Paul W.S. Anderson,111,Death Race ,USA,6.4
Renny Harlin,121,The Long Kiss Goodnight ,USA,6.7
Taylor Hackford,135,Proof of Life ,USA,6.2
Jon Favreau,101,Zathura: A Space Adventure ,USA,6.1
David Fincher,151,Fight Club ,USA,8.8
McG,131,We Are Marshall ,USA,7.1
"",60,The Missing ,UK,8.1
Michael Lehmann,100,Hudson Hawk ,USA,5.7
Nora Ephron,105,Lucky Numbers ,France,5.0
Stuart Beattie,92,"I, Frankenstein ",Australia,5.1
Roman Polanski,130,Oliver Twist ,UK,6.9
Rob Bowman,100,Elektra ,Canada,4.8
Frank Miller,102,Sin City: A Dame to Kill For ,USA,6.5
Sydney Pollack,133,Random Hearts ,USA,5.1
Baltasar Kormákur,121,Everest ,UK,7.1
Tom Tykwer,147,Perfume: The Story of a Murderer ,Germany,7.5
Jay Roach,94,Austin Powers in Goldmember ,USA,6.2
David Bowers,94,Astro Boy ,Hong Kong,6.3
Steven Spielberg,127,Jurassic Park ,USA,8.1
Lawrence Kasdan,212,Wyatt Earp ,USA,6.6
Phillip Noyce,141,Clear and Present Danger ,USA,6.9
Daniel Lee,103,Dragon Blade ,China,6.1
Keenen Ivory Wayans,98,Littleman ,USA,4.3
Jonathan Mostow,116,U-571 ,France,6.6
Rob Reiner,114,The American President ,USA,6.8
Marco Schnabel,87,The Love Guru ,USA,3.8
Demian Lichtenstein,125,3000 Miles to Graceland ,USA,5.9
Quentin Tarantino,187,The Hateful Eight ,USA,7.9
Josh Gordon,93,Blades of Glory ,USA,6.3
Tim Hill,95,Hop ,USA,5.5
Zack Snyder,117,300 ,USA,7.7
Jay Roach,106,Meet the Fockers ,USA,6.3
David Frankel,115,Marley & Me ,USA,7.1
Frank Darabont,189,The Green Mile ,USA,8.5
Walt Becker,100,Wild Hogs ,USA,5.9
Mark Dindal,81,Chicken Little ,USA,5.8
David Fincher,149,Gone Girl ,USA,8.1
Doug Liman,119,The Bourne Identity ,USA,7.9
Martin Campbell,130,GoldenEye ,UK,7.2
Simon West,116,The General's Daughter ,USA,6.3
Peter Weir,103,The Truman Show ,USA,8.1
Brenda Chapman,99,The Prince of Egypt ,USA,7.0
Steve Carr,92,Daddy Day Care ,USA,5.5
Baltasar Kormákur,109,2 Guns ,USA,6.7
Lawrence Guterman,87,Cats & Dogs ,USA,5.2
F. Gary Gray,111,The Italian Job ,USA,7.0
Marc Lawrence,101,Two Weeks Notice ,USA,6.1
Eric Darnell,83,Antz ,USA,6.6
Peter Billingsley,113,Couples Retreat ,USA,5.5
Tony Scott,107,Days of Thunder ,USA,5.9
Adam Shankman,94,Cheaper by the Dozen 2 ,USA,5.4
Wes Ball,132,The Scorch Trials ,USA,6.4
Ryan Murphy,140,Eat Pray Love ,USA,5.7
Brett Ratner,125,The Family Man ,USA,6.7
Robert Schwentke,111,RED ,USA,7.1
Oliver Stone,156,Any Given Sunday ,USA,6.8
Robert Redford,170,The Horse Whisperer ,USA,6.5
Michael Mann,120,Collateral ,USA,7.6
Chuck Russell,100,The Scorpion King ,USA,5.5
Jay Russell,115,Ladder 49 ,USA,6.5
Christopher McQuarrie,130,Jack Reacher ,USA,7.0
Renny Harlin,105,Deep Blue Sea ,USA,5.8
Kenny Ortega,111,This Is It ,USA,7.3
Steven Soderbergh,106,Contagion ,USA,6.6
David McNally,89,Kangaroo Jack ,USA,4.4
Henry Selick,100,Coraline ,USA,7.7
M. Night Shyamalan,91,The Happening ,USA,5.0
Tony Scott,146,Man on Fire ,USA,7.7
Brian Robbins,98,The Shaggy Dog ,USA,4.4
Todd Phillips,101,Starsky & Hutch ,USA,6.1
Brian Levant,94,Jingle All the Way ,USA,5.4
Guillermo del Toro,132,Hellboy ,USA,6.8
Steven Zaillian,115,A Civil Action ,USA,6.5
Chris Butler,92,ParaNorman ,USA,7.0
Michael Caton-Jones,124,The Jackal ,USA,6.3
John Woo,119,Paycheck ,USA,6.3
Jon Avnet,124,Up Close & Personal ,USA,6.1
Sam Fell,93,The Tale of Despereaux ,UK,6.1
"",22,Rules of Engagement ,USA,7.3
Kevin Donovan,98,The Tuxedo ,USA,5.3
Geoff Murphy,92,Under Siege 2: Dark Territory ,USA,5.4
Kenneth Branagh,105,Jack Ryan: Shadow Recruit ,USA,6.2
David O. Russell,124,Joy ,USA,6.6
Babak Najafi,99,London Has Fallen ,UK,5.9
Jean-Pierre Jeunet,116,Alien: Resurrection ,USA,6.3
Antoine Fuqua,124,Shooter ,USA,7.2
Graham Annable,96,The Boxtrolls ,USA,6.8
Griffin Dunne,104,Practical Magic ,USA,6.1
Phil Lord,100,The Lego Movie ,Australia,7.8
John Pasquin,115,Miss Congeniality 2: Armed and Fabulous ,USA,5.0
Rob Bowman,101,Reign of Fire ,USA,6.2
Ruben Fleischer,113,Gangster Squad ,USA,6.7
Harold Ramis,100,Year One ,USA,4.9
Clint Eastwood,134,Invictus ,USA,7.4
Kevin Macdonald,127,State of Play ,USA,7.1
Tony Gilroy,125,Duplicity ,USA,6.2
Donald Petrie,94,My Favorite Martian ,USA,4.9
Clark Johnson,107,The Sentinel ,USA,6.1
Jorge Blanco,91,Planet 51 ,Spain,6.1
Stuart Baird,116,Star Trek: Nemesis ,USA,6.4
Joel Coen,100,Intolerable Cruelty ,USA,6.3
Robert Lorenz,111,Trouble with the Curve ,USA,6.8
Martin Campbell,117,Edge of Darkness ,UK,6.6
Peter Hyams,110,The Relic ,UK,5.7
Harold Ramis,96,Analyze That ,USA,5.9
Jon Avnet,101,Righteous Kill ,USA,6.0
Harold Becker,111,Mercury Rising ,USA,6.1
Joe Wright,117,The Soloist ,UK,6.7
Robert Redford,126,The Legend of Bagger Vance ,USA,6.7
Cameron Crowe,152,Almost Famous ,USA,7.9
Tim Hill,86,Garfield 2 ,UK,5.0
Lee Tamahori,101,xXx: State of the Union ,USA,4.3
Scott Stewart,87,Priest ,USA,5.7
Patrick Gilmore,85,Sinbad: Legend of the Seven Seas ,USA,6.7
Paul W.S. Anderson,130,Event Horizon ,UK,6.7
Joss Whedon,173,The Avengers ,USA,8.1
Tom Shadyac,104,Dragonfly ,USA,6.1
Brian De Palma,121,The Black Dahlia ,Germany,5.6
Tony Bill,140,Flyboys ,UK,6.6
Rod Lurie,131,The Last Castle ,USA,6.9
Walter Hill,91,Supernova ,USA,4.8
Akiva Goldsman,118,Winter's Tale ,USA,6.2
Harald Zwart,130,The Mortal Instruments: City of Bones ,USA,6.0
Brian Robbins,90,Meet Dave ,USA,4.9
Walter Salles,103,Dark Water ,USA,5.6
Ron Howard,122,Edtv ,USA,6.1
Iain Softley,106,Inkheart ,Germany,6.1
Frank Miller,103,The Spirit ,USA,4.8
David Koepp,107,Mortdecai ,UK,5.5
Uwe Boll,156,In the Name of the King: A Dungeon Siege Tale ,Germany,3.8
Martin Campbell,127,Beyond Borders ,USA,6.5
Pou-Soi Cheang,119,Xi you ji zhi: Sun Wukong san da Baigu Jing ,China,6.0
John Dahl,132,The Great Raid ,USA,6.7
Tim Miller,108,Deadpool ,USA,8.1
Stephen Herek,114,Holy Man ,USA,4.9
Clint Eastwood,133,American Sniper ,USA,7.3
Rob Letterman,103,Goosebumps ,USA,6.4
"",22,"Sabrina, the Teenage Witch ",USA,6.6
Mark Waters,95,Just Like Heaven ,USA,6.7
Brian Levant,90,The Flintstones in Viva Rock Vegas ,USA,3.6
Peter MacDonald,87,Rambo III ,USA,5.7
George Clooney,114,Leatherheads ,USA,6.0
Frank Coraci,119,The Ridiculous 6 ,USA,4.9
Marc Lawrence,103,Did You Hear About the Morgans? ,USA,4.7
Shawn Levy,125,The Internship ,USA,6.3
Paul W.S. Anderson,97,Resident Evil: Afterlife ,Germany,5.9
Anthony Hemingway,125,Red Tails ,USA,5.9
"",30,Sex and the City ,USA,7.0
Taylor Hackford,136,The Devil's Advocate ,USA,7.5
Sean Anders,116,That's My Boy ,USA,5.6
Rob Cohen,103,DragonHeart ,USA,6.4
Brett Ratner,97,After the Sunset ,USA,6.3
Mark Neveldine,96,Ghost Rider: Spirit of Vengeance ,USA,4.3
John Madden,131,Captain Corelli's Mandolin ,UK,5.9
"",22,Anger Management ,USA,6.7
Adam Shankman,95,The Pacifier ,Canada,5.5
Kevin Bray,86,Walking Tall ,USA,6.2
Robert Zemeckis,142,Forrest Gump ,USA,8.8
Tim Hill,92,Alvin and the Chipmunks ,USA,5.2
Jay Roach,108,Meet the Parents ,USA,7.0
Mike Gabriel,84,Pocahontas ,USA,6.6
Richard Donner,188,Superman ,USA,7.3
Tom Shadyac,95,The Nutty Professor ,USA,5.6
Andy Tennant,118,Hitch ,USA,6.6
Sam Weisman,92,George of the Jungle ,USA,5.4
Jesse Dylan,74,American Wedding ,USA,6.3
Paul Greengrass,134,Captain Phillips ,USA,7.9
Shawn Levy,101,Date Night ,USA,6.3
Brad Silberling,100,Casper ,USA,6.0
Antoine Fuqua,132,The Equalizer ,USA,7.2
Wayne Wang,105,Maid in Manhattan ,USA,5.1
Tony Scott,123,Crimson Tide ,USA,7.3
Gabriele Muccino,117,The Pursuit of Happyness ,USA,8.0
Robert Schwentke,98,Flightplan ,USA,6.2
Barry Levinson,128,Disclosure ,USA,6.0
Brad Silberling,114,City of Angels ,Germany,6.7
Quentin Tarantino,111,Kill Bill: Vol. 1 ,USA,8.1
Frank Oz,85,Bowfinger ,USA,6.4
"",44,Stargate SG-1 ,USA,8.4
Quentin Tarantino,137,Kill Bill: Vol. 2 ,USA,8.0
Andrey Konchalovskiy,97,Tango & Cash ,USA,6.3
Robert Zemeckis,104,Death Becomes Her ,USA,6.4
Tom Dey,110,Shanghai Noon ,USA,6.6
Stuart Baird,133,Executive Decision ,USA,6.4
Mark Waters,94,Mr. Popper's Penguins ,USA,6.0
Rob Minkoff,104,The Forbidden Kingdom ,USA,6.6
Jimmy Hayward,91,Free Birds ,USA,5.9
David Fincher,145,Alien 3 ,USA,6.4
Alan Parker,135,Evita ,USA,6.3
John Frankenheimer,122,Ronin ,UK,7.3
Stephen Hopkins,110,The Ghost and the Darkness ,USA,6.8
Paul King,95,Paddington ,UK,7.2
Akiva Schaffer,102,The Watch ,USA,5.7
William Friedkin,94,The Hunted ,USA,6.0
Jon Turteltaub,126,Instinct ,USA,6.5
Bobby Farrelly,118,Stuck on You ,USA,5.8
Kent Alterman,99,Semi-Pro ,USA,5.8
Peter Lord,88,The Pirates! Band of Misfits ,UK,6.7
Clint Eastwood,141,Changeling ,USA,7.8
Andrew Davis,107,Chain Reaction ,USA,5.6
Tony Scott,116,The Fan ,USA,5.8
Joel Schumacher,143,The Phantom of the Opera ,UK,7.4
Shekhar Kapur,114,Elizabeth: The Golden Age ,UK,6.9
Karyn Kusama,93,Æon Flux ,USA,5.5
Ron Maxwell,280,Gods and Generals ,USA,6.3
Robert Butler,100,Turbulence ,USA,4.7
Karey Kirkpatrick,107,Imagine That ,USA,5.6
James Bobin,119,Muppets Most Wanted ,USA,6.4
Jonathan Frakes,95,Thunderbirds ,UK,4.2
Steve Antin,119,Burlesque ,USA,6.4
Jean-Pierre Jeunet,133,A Very Long Engagement ,France,7.7
Stanley Kubrick,152,Lolita ,UK,7.7
Jim Gillespie,96,Eye See You ,USA,5.3
Guillermo del Toro,117,Blade II ,USA,6.7
Gabriele Muccino,123,Seven Pounds ,USA,7.7
Walter Hill,92,Bullet to the Head ,USA,5.7
Francis Ford Coppola,170,The Godfather: Part III ,USA,7.6
Cameron Crowe,123,Elizabethtown ,USA,6.4
Anthony Russo,110,"You, Me and Dupree ",USA,5.6
Richard Lester,116,Superman II ,USA,6.8
Martin Brest,121,Gigli ,USA,2.4
Steven Zaillian,128,All the King's Men ,Germany,6.2
John Singleton,99,Shaft ,Germany,5.9
Don Bluth,94,Anastasia ,USA,7.1
Baz Luhrmann,127,Moulin Rouge! ,USA,7.6
Harold Becker,89,Domestic Disturbance ,USA,5.5
Scott Cooper,123,Black Mass ,USA,7.0
Clint Eastwood,135,Flags of Our Fathers ,USA,7.1
F. Gary Gray,118,Law Abiding Citizen ,USA,7.4
Robert Rodriguez,189,Grindhouse ,USA,7.6
Jonathan Demme,172,Beloved ,USA,5.9
Curtis Hanson,124,Lucky You ,USA,5.9
Steven Spielberg,141,Catch Me If You Can ,USA,8.0
Kathryn Bigelow,157,Zero Dark Thirty ,USA,7.4
Peyton Reed,106,The Break-Up ,USA,5.8
Phyllida Lloyd,108,Mamma Mia! ,USA,6.3
Garry Marshall,125,Valentine's Day ,USA,5.7
Jay Chandrasekhar,107,The Dukes of Hazzard ,USA,5.1
Terrence Malick,215,The Thin Red Line ,USA,7.6
David Dobkin,118,The Change-Up ,USA,6.4
Milos Forman,118,Man on the Moon ,UK,7.4
Martin Scorsese,178,Casino ,USA,8.2
Pierre Morel,92,From Paris with Love ,France,6.5
Paul Hunter,104,Bulletproof Monk ,USA,5.5
Bobby Farrelly,116,"Me, Myself & Irene ",USA,6.5
Steve Oedekerk,90,Barnyard ,Germany,5.6
John Whitesell,93,Deck the Halls ,USA,4.9
Chris Weitz,130,The Twilight Saga: New Moon ,USA,4.6
Andrew Adamson,90,Shrek ,USA,7.9
George Nolfi,106,The Adjustment Bureau ,USA,7.1
Kevin Reynolds,155,Robin Hood: Prince of Thieves ,USA,6.9
Cameron Crowe,139,Jerry Maguire ,USA,7.3
Seth MacFarlane,112,Ted ,USA,7.0
James L. Brooks,139,As Good as It Gets ,USA,7.7
Tom Shadyac,115,Patch Adams ,USA,6.7
Adam McKay,143,Anchorman 2: The Legend Continues ,USA,6.3
Steven Brill,96,Mr. Deeds ,USA,5.8
J.J. Abrams,112,Super 8 ,USA,7.1
Steven Soderbergh,131,Erin Brockovich ,USA,7.3
Donald Petrie,116,How to Lose a Guy in 10 Days ,USA,6.4
Phil Lord,112,22 Jump Street ,USA,7.1
Neil Jordan,123,Interview with the Vampire: The Vampire Chronicles ,USA,7.6
Peyton Reed,104,Yes Man ,USA,6.8
Rawson Marshall Thurber,107,Central Intelligence ,USA,6.6
Chris Columbus,124,Stepmom ,USA,6.7
Sean Anders,96,Daddy's Home ,USA,6.1
Rob Marshall,125,Into the Woods ,USA,6.0
Spike Lee,129,Inside Man ,USA,7.6
Brian Helgeland,90,Payback ,USA,7.1
Frank Marshall,109,Congo ,USA,5.0
Cameron Crowe,124,We Bought a Zoo ,USA,7.1
Alex Proyas,121,Knowing ,USA,6.2
Tom Dey,95,Failure to Launch ,USA,5.6
Hideo Nakata,128,The Ring Two ,USA,5.4
Glenn Ficarra,118,"Crazy, Stupid, Love. ",USA,7.4
Peter Hewitt,80,Garfield ,USA,5.0
Joe Roth,99,Christmas with the Kranks ,USA,5.2
Bennett Miller,133,Moneyball ,USA,7.6
Wolfgang Petersen,127,Outbreak ,USA,6.6
Jaume Collet-Serra,106,Non-Stop ,UK,7.0
Andy Fickman,98,Race to Witch Mountain ,USA,5.7
James McTeigue,132,V for Vendetta ,USA,8.2
David Dobkin,114,Shanghai Knights ,USA,6.2
"",45,Unforgotten ,UK,7.9
Matthew O'Callaghan,78,Curious George ,USA,6.6
Angela Robinson,101,Herbie Fully Loaded ,USA,4.7
Gary Fleder,113,Don't Say a Word ,USA,6.3
Tommy Wirkola,98,Hansel & Gretel: Witch Hunters ,Germany,6.1
Adrian Lyne,124,Unfaithful ,USA,6.7
D.J. Caruso,109,I Am Number Four ,USA,6.1
Stephen Gaghan,128,Syriana ,USA,7.0
Michael Bay,144,13 Hours ,USA,7.4
Jorge R. Gutiérrez,95,The Book of Life ,USA,7.3
Richard Loncraine,105,Firewall ,USA,5.8
Clint Eastwood,121,Absolute Power ,USA,6.7
Ridley Scott,125,G.I. Jane ,USA,5.8
David Fincher,129,The Game ,USA,7.8
Christophe Gans,132,Silent Hill ,Canada,6.6
Howard Deutch,118,The Replacements ,USA,6.5
Jon Hurwitz,113,American Reunion ,USA,6.7
F. Gary Gray,140,The Negotiator ,Germany,7.3
Steven Quale,89,Into the Storm ,USA,5.8
John Landis,104,Beverly Hills Cop III ,USA,5.5
Joe Dante,106,Gremlins 2: The New Batch ,USA,6.3
David Dobkin,141,The Judge ,USA,7.4
Mimi Leder,124,The Peacemaker ,USA,5.9
Alexander Witt,98,Resident Evil: Apocalypse ,Germany,6.2
Beeban Kidron,108,Bridget Jones: The Edge of Reason ,UK,5.9
Carl Franklin,114,Out of Time ,USA,6.5
Steven Seagal,101,On Deadly Ground ,USA,4.4
Robert Rodriguez,93,The Adventures of Sharkboy and Lavagirl 3-D ,USA,3.5
Danny Boyle,119,The Beach ,USA,6.6
Garry Marshall,119,Raising Helen ,USA,6.0
James McTeigue,99,Ninja Assassin ,USA,6.4
Sam Raimi,137,For Love of the Game ,USA,6.5
"",105,A Touch of Frost ,UK,7.8
Andrew Bergman,117,Striptease ,USA,4.3
Tom Dey,87,Marmaduke ,USA,4.2
Clint Eastwood,129,Hereafter ,USA,6.5
Barbet Schroeder,115,Murder by Numbers ,USA,6.1
Richard Donner,132,Assassins ,France,6.3
Peter Webber,131,Hannibal Rising ,UK,6.2
Rob Reiner,95,The Story of Us ,USA,5.9
Andrew Niccol,125,The Host ,USA,5.9
John McTiernan,98,Basic ,Germany,6.5
Clint Eastwood,110,Blood Work ,USA,6.4
Tom Tykwer,118,The International ,USA,6.5
John Carpenter,101,Escape from L.A. ,USA,5.7
"",60,Twisted ,USA,7.5
Brad Bird,90,The Iron Giant ,USA,8.0
Wes Anderson,119,The Life Aquatic with Steve Zissou ,USA,7.3
